chembl_id,smiles,mol_weight,logp,hbd,hba,tpsa,rotatable_bonds,heavy_atoms,drug_like
CHEMBL2,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,383.41,1.78,8.0,1.0,106.95,4.0,28.0,1
CHEMBL3,CN1CCC[C@H]1c1cccnc1,162.24,1.85,2.0,0.0,16.130000000000003,1.0,12.0,1
CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.37,1.54,6.0,1.0,75.00999999999999,2.0,26.0,1
CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,232.24,1.42,4.0,1.0,72.19,2.0,17.0,1
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.79,3.93,4.0,1.0,68.53,4.0,25.0,1
CHEMBL403,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,233.24,-0.79,4.0,1.0,91.75,1.0,15.0,1
CHEMBL404,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,300.3,-1.52,7.0,1.0,122.45999999999998,3.0,20.0,1
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,331.35,1.58,5.0,2.0,74.57,3.0,24.0,1
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,319.34,1.27,5.0,2.0,74.57000000000001,3.0,23.0,1
CHEMBL405,CC(N)Cc1ccccc1,135.21,1.58,1.0,1.0,26.02,2.0,10.0,1
CHEMBL6622,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],236.14,-1.06,8.0,0.0,123.20000000000002,4.0,16.0,1
CHEMBL6437,CN1CCN2c3ccccc3Cc3ccccc3C2C1,264.37,3.08,2.0,0.0,6.48,0.0,20.0,1
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,280.42,3.88,2.0,0.0,6.48,4.0,21.0,1
CHEMBL406,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,365.84,2.08,4.0,2.0,92.5,3.0,24.0,1
CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,303.29,1.77,5.0,0.0,64.43,2.0,22.0,1
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,441.55,4.37,6.0,2.0,84.86,5.0,31.0,1
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,2.88,5.0,2.0,107.26,5.0,29.0,1
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,284.75,3.15,2.0,0.0,32.67,1.0,20.0,1
CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,267.37,1.61,4.0,2.0,50.72,9.0,19.0,1
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,268.36,4.83,2.0,2.0,40.46,4.0,20.0,1
CHEMBL267936,CNC1(C)C2CCC(C2)C1(C)C,167.3,2.42,1.0,1.0,12.03,1.0,12.0,1
CHEMBL14,C[N+](C)(C)CCOC(N)=O.[Cl-],182.65,-0.21,2.0,1.0,52.32,3.0,11.0,1
CHEMBL16,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.27,1.77,2.0,2.0,58.2,2.0,19.0,1
CHEMBL413,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,914.19,6.18,13.0,3.0,195.42999999999995,6.0,65.0,1
CHEMBL269732,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,804.03,4.64,12.0,3.0,178.35999999999996,7.0,57.0,1
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,314.86,4.53,2.0,0.0,6.48,4.0,22.0,1
CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,216.19,2.55,4.0,0.0,52.58,1.0,16.0,1
CHEMBL17,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,305.16,0.29,4.0,2.0,120.32,2.0,16.0,1
CHEMBL18,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,258.32,1.34,5.0,1.0,82.28,3.0,16.0,1
CHEMBL417,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,543.53,0.0,12.0,6.0,206.07,5.0,39.0,1
CHEMBL19,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,236.28,-1.42,6.0,1.0,107.41,1.0,14.0,1
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,222.25,-0.86,6.0,2.0,115.04,2.0,13.0,1
CHEMBL419,NCc1ccc(S(N)(=O)=O)cc1,186.24,-0.21,3.0,2.0,86.18,2.0,12.0,1
CHEMBL21,Nc1ccc(S(N)(=O)=O)cc1,172.21,-0.08,3.0,2.0,86.18,1.0,11.0,1
CHEMBL420,N=C(N)N/N=C/c1c(Cl)cccc1Cl,231.09,1.81,2.0,3.0,74.26,2.0,14.0,1
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.32,1.26,7.0,2.0,105.51,5.0,21.0,1
CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,454.61,5.09,6.0,0.0,63.95,13.0,33.0,1
CHEMBL421,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.4,3.7,7.0,3.0,141.31,6.0,28.0,1
CHEMBL6466,O=c1ccc2ccccc2o1,146.14,1.79,2.0,0.0,30.21,0.0,11.0,1
CHEMBL23,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,414.53,3.37,6.0,0.0,59.080000000000005,6.0,29.0,1
CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.34,0.45,4.0,3.0,84.57999999999998,8.0,19.0,1
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,180.16,1.31,3.0,1.0,63.60000000000001,2.0,13.0,1
CHEMBL422,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,407.51,4.95,4.0,0.0,9.72,4.0,28.0,1
CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,341.43,0.56,5.0,2.0,101.73,6.0,23.0,1
CHEMBL423,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,307.43,2.39,4.0,2.0,50.72,11.0,22.0,1
CHEMBL424,O=C(O)c1ccccc1O,138.12,1.09,2.0,2.0,57.53,1.0,10.0,1
CHEMBL425,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,302.24,2.91,6.0,4.0,139.78,4.0,22.0,1
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,259.35,2.58,3.0,2.0,41.49,6.0,19.0,1
CHEMBL6995,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,266.34,1.38,4.0,3.0,70.59,7.0,19.0,1
CHEMBL427,CN(CCCl)CCCl,156.06,1.4,1.0,0.0,3.24,4.0,8.0,1
CHEMBL29,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,334.4,0.86,4.0,2.0,86.71000000000001,4.0,23.0,1
CHEMBL428,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,416.36,1.89,6.0,2.0,101.45,3.0,30.0,1
CHEMBL30,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,252.35,0.6,4.0,3.0,88.88999999999999,5.0,17.0,1
CHEMBL31,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,375.4,1.98,6.0,2.0,83.80000000000001,4.0,27.0,1
CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,328.41,2.14,4.0,4.0,95.57999999999998,8.0,24.0,1
CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,401.44,2.37,6.0,2.0,83.80000000000001,4.0,29.0,1
CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.37,1.54,6.0,1.0,75.00999999999999,2.0,26.0,1
CHEMBL430,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,389.39,0.97,8.0,2.0,123.04,5.0,28.0,1
CHEMBL431,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,466.63,2.39,7.0,2.0,95.94,9.0,31.0,1
CHEMBL433,CCCC(CCC)C(=O)[O-].[Na+],166.2,2.29,1.0,1.0,40.13,5.0,11.0,1
CHEMBL434,CC(C)NCC(O)c1ccc(O)c(O)c1,211.26,1.13,4.0,4.0,72.72,4.0,15.0,1
CHEMBL435,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.75,-0.35,5.0,3.0,118.36,1.0,17.0,1
CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,330.75,1.89,5.0,3.0,122.63,5.0,21.0,1
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,248.72,2.52,4.0,2.0,77.82,2.0,17.0,1
CHEMBL436,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,357.35,3.56,3.0,1.0,49.77,4.0,24.0,1
CHEMBL437,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,255.32,1.53,5.0,2.0,85.08,3.0,16.0,1
CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,264.31,1.17,5.0,2.0,97.97,3.0,18.0,1
CHEMBL439,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,250.28,0.86,5.0,2.0,97.97,3.0,17.0,1
CHEMBL440,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,254.35,1.52,3.0,2.0,58.2,5.0,17.0,1
CHEMBL441,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,242.34,1.35,3.0,2.0,58.2,4.0,16.0,1
CHEMBL268164,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,236.27,1.25,3.0,2.0,75.27000000000001,2.0,17.0,1
CHEMBL442,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,581.67,1.99,6.0,3.0,118.21,4.0,43.0,1
CHEMBL38,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,300.44,5.6,1.0,1.0,37.3,5.0,22.0,1
CHEMBL7413,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,262.31,1.31,3.0,1.0,66.48,3.0,19.0,1
CHEMBL40,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,232.24,0.7,3.0,2.0,75.27000000000001,2.0,17.0,1
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.33,4.44,2.0,1.0,21.26,6.0,22.0,1
CHEMBL443,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,253.28,1.37,5.0,2.0,98.22,3.0,17.0,1
CHEMBL444,CCC1(CC)C(=O)NC(=O)NC1=O,184.19,0.16,3.0,2.0,75.27000000000001,2.0,13.0,1
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,326.83,3.72,4.0,1.0,30.87,0.0,23.0,1
CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,263.38,3.83,1.0,1.0,12.03,3.0,20.0,1
CHEMBL446,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,278.34,1.48,5.0,2.0,97.97,3.0,19.0,1
CHEMBL447,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,238.29,1.35,3.0,2.0,75.27000000000001,5.0,17.0,1
CHEMBL448,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,226.28,1.18,3.0,2.0,75.27000000000001,4.0,16.0,1
CHEMBL267894,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.28,1.18,3.0,2.0,75.27000000000001,4.0,16.0,1
CHEMBL449,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,212.25,0.79,3.0,2.0,75.27000000000001,3.0,15.0,1
CHEMBL450,CCC1(CC)C(=O)NC(=O)N(C)C1=O,198.22,0.5,3.0,1.0,66.48,2.0,14.0,1
CHEMBL451,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,299.76,2.95,3.0,1.0,50.46,1.0,21.0,1
CHEMBL266349,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,429.52,0.81,5.0,5.0,148.61,9.0,31.0,1
CHEMBL452,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,315.72,3.04,4.0,1.0,84.6,2.0,22.0,1
CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,267.31,1.67,5.0,2.0,98.22,3.0,18.0,1
CHEMBL268869,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,280.31,0.87,6.0,2.0,107.2,4.0,19.0,1
CHEMBL454,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,224.26,0.96,3.0,2.0,75.27000000000001,4.0,16.0,1
CHEMBL455,CC(=O)NS(=O)(=O)c1ccc(N)cc1,214.25,0.09,4.0,2.0,89.26,2.0,14.0,1
CHEMBL43,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,393.47,4.51,5.0,2.0,80.32,5.0,28.0,1
CHEMBL456,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,303.14,3.61,3.0,1.0,63.60000000000001,6.0,19.0,1
CHEMBL267744,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,331.18,3.75,4.0,1.0,63.6,5.0,20.0,1
CHEMBL457,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,250.34,3.57,2.0,1.0,46.53,6.0,18.0,1
CHEMBL45,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,232.28,1.86,2.0,2.0,54.12,4.0,17.0,1
CHEMBL8085,NCCCC[C@H](N)C(=O)O,146.19,-0.47,3.0,3.0,89.34,5.0,10.0,1
CHEMBL46,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,293.37,3.13,4.0,0.0,39.82,2.0,22.0,1
CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,385.51,2.09,6.0,0.0,69.64000000000001,6.0,28.0,1
CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,395.43,2.42,5.0,1.0,75.17,5.0,29.0,1
CHEMBL459,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,211.22,0.44,4.0,4.0,103.78000000000002,3.0,15.0,1
CHEMBL460,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,276.38,1.96,3.0,1.0,45.33,3.0,20.0,1
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,267.33,2.85,3.0,2.0,43.7,0.0,20.0,1
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.87,4.43,3.0,1.0,40.540000000000006,6.0,26.0,1
CHEMBL55,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.43,2.88,4.0,4.0,118.2,10.0,25.0,1
CHEMBL463,Nc1ccc(C(=O)NCC(=O)O)cc1,194.19,0.08,3.0,3.0,92.42,3.0,14.0,1
CHEMBL464,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,354.49,5.65,3.0,0.0,35.53,7.0,26.0,1
CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,266.3,2.65,4.0,1.0,58.120000000000005,1.0,20.0,1
CHEMBL465,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,314.47,5.74,2.0,1.0,29.46,4.0,23.0,1
CHEMBL58,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,444.49,-0.14,10.0,8.0,163.17999999999998,12.0,32.0,1
CHEMBL59,NCCc1ccc(O)c(O)c1,153.18,0.6,3.0,3.0,66.48,2.0,11.0,1
CHEMBL467,NC(=O)NO,76.05,-0.96,2.0,3.0,75.35000000000001,0.0,5.0,1
CHEMBL61,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,414.41,2.41,8.0,1.0,92.68,4.0,30.0,1
CHEMBL64,NNC(=O)c1ccncc1,137.14,-0.31,3.0,2.0,68.00999999999999,1.0,10.0,1
CHEMBL468,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,258.23,0.09,4.0,1.0,83.55000000000001,1.0,19.0,1
CHEMBL469,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,255.27,2.29,3.0,1.0,59.3,3.0,19.0,1
CHEMBL471,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,272.37,1.09,4.0,3.0,78.43,6.0,18.0,1
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,494.01,3.64,5.0,3.0,113.6,8.0,33.0,1
CHEMBL473,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,441.58,1.98,6.0,2.0,104.81,11.0,29.0,1
CHEMBL476,CN(C)/N=N/c1[nH]cnc1C(N)=O,182.19,0.07,4.0,2.0,99.73,3.0,13.0,1
CHEMBL477,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,267.25,-1.98,9.0,4.0,139.54000000000002,2.0,19.0,1
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,370.59,5.89,4.0,0.0,6.48,4.0,25.0,1
CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,369.37,3.52,4.0,1.0,73.86,5.0,25.0,1
CHEMBL481,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,586.69,4.09,9.0,1.0,114.2,4.0,43.0,1
CHEMBL70,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,285.34,1.2,4.0,2.0,52.93000000000001,0.0,21.0,1
CHEMBL485,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,299.37,1.5,4.0,1.0,41.93,1.0,22.0,1
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,318.87,4.89,3.0,0.0,6.48,4.0,21.0,1
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,266.39,3.53,2.0,1.0,15.27,4.0,20.0,1
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.28,1.35,3.0,2.0,72.19,2.0,17.0,1
CHEMBL74,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],512.33,2.11,9.0,3.0,179.37,8.0,36.0,1
CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,319.88,4.81,3.0,1.0,28.16,8.0,22.0,1
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,329.37,3.33,4.0,1.0,39.72,4.0,24.0,1
CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,358.85,4.18,4.0,0.0,59.92,3.0,24.0,1
CHEMBL79,CCN(CC)CC(=O)Nc1c(C)cccc1C,234.34,2.58,2.0,1.0,32.34,5.0,17.0,1
CHEMBL9967,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,351.41,1.56,5.0,1.0,68.78,2.0,26.0,1
CHEMBL492,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,276.42,3.75,2.0,1.0,32.34,7.0,20.0,1
CHEMBL80,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,327.38,1.3,5.0,2.0,70.0,2.0,24.0,1
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,473.59,6.08,6.0,2.0,70.0,7.0,34.0,1
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.52,6.0,2.0,0.0,12.47,8.0,28.0,1
CHEMBL493,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,654.61,3.19,6.0,3.0,118.21,5.0,43.0,1
CHEMBL494,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,360.49,3.54,3.0,3.0,77.76,8.0,26.0,1
CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,421.45,1.85,8.0,2.0,104.89,3.0,31.0,1
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,410.49,3.59,6.0,0.0,64.16,4.0,30.0,1
CHEMBL428880,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,468.37,2.11,9.0,3.0,173.70999999999998,8.0,34.0,1
CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,299.8,2.0,4.0,2.0,67.59,7.0,20.0,1
CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,853.92,3.74,14.0,4.0,221.29,10.0,62.0,1
CHEMBL495,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,354.49,3.48,4.0,3.0,94.83,13.0,25.0,1
CHEMBL496,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,406.91,6.61,2.0,2.0,40.46,2.0,21.0,1
CHEMBL497,Oc1c(I)cc(Cl)c2cccnc12,305.5,3.2,2.0,1.0,33.120000000000005,0.0,13.0,1
CHEMBL10878,COc1ccc2cccc(CCNC(C)=O)c2c1,243.31,2.53,2.0,1.0,38.33,4.0,18.0,1
CHEMBL88,O=P1(N(CCCl)CCCl)NCCCO1,261.09,1.88,2.0,1.0,41.57000000000001,5.0,14.0,1
CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,276.75,1.74,3.0,2.0,75.27000000000001,4.0,17.0,1
CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,316.43,0.5,8.0,2.0,79.74,6.0,21.0,1
CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,248.33,1.91,3.0,3.0,57.28,6.0,18.0,1
CHEMBL276832,NNc1nncc2ccccc12,160.18,0.92,4.0,2.0,63.83,1.0,12.0,1
CHEMBL501,CC(N)Cc1ccccc1.O=S(=O)(O)O,233.29,1.58,1.0,1.0,100.62,2.0,15.0,1
CHEMBL267345,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,924.09,0.71,17.0,12.0,319.61,3.0,65.0,1
CHEMBL90,NCCc1c[nH]cn1,111.15,-0.09,2.0,2.0,54.7,2.0,8.0,1
CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,416.13,6.45,3.0,0.0,27.05,6.0,25.0,1
CHEMBL92,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,807.89,3.26,14.0,5.0,224.45,8.0,58.0,1
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,236.3,2.73,3.0,2.0,66.56,2.0,16.0,1
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,275.35,1.77,4.0,1.0,44.81,1.0,20.0,1
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,198.27,2.7,2.0,1.0,38.91,0.0,15.0,1
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,379.5,4.36,4.0,0.0,38.77,6.0,28.0,1
CHEMBL503,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.55,4.2,5.0,1.0,72.83,6.0,29.0,1
CHEMBL11662,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,228.25,2.03,3.0,1.0,55.12,4.0,17.0,1
CHEMBL12610,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,309.41,3.42,4.0,0.0,30.29,7.0,23.0,1
CHEMBL504,C[S+](C)[O-],78.14,-0.01,1.0,0.0,23.06,0.0,4.0,1
