chembl_id,smiles,mol_weight,logp,hbd,hba,tpsa,rotatable_bonds,heavy_atoms,drug_like
CHEMBL71752,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,350.46,4.15,4.0,0.0,34.47,3.0,26.0,1
CHEMBL305660,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,469.67,7.22,3.0,0.0,29.540000000000003,9.0,35.0,1
CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,388.9,3.15,4.0,1.0,53.010000000000005,8.0,27.0,1
CHEMBL70418,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,300.75,3.37,2.0,0.0,40.620000000000005,1.0,21.0,1
CHEMBL1002,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,239.31,1.31,4.0,4.0,72.72,4.0,17.0,1
CHEMBL1003,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+],237.25,-1.1,4.0,2.0,89.89999999999999,2.0,15.0,1
CHEMBL1004,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,270.38,2.92,3.0,0.0,25.36,6.0,20.0,1
CHEMBL70972,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,354.45,4.61,3.0,1.0,71.44,8.0,26.0,1
CHEMBL1005,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,376.45,2.0,6.0,0.0,76.15,7.0,27.0,1
CHEMBL70927,Cc1c(O)c(=O)ccn1C,139.15,0.4,3.0,1.0,42.23,0.0,10.0,1
CHEMBL302795,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,337.38,1.64,6.0,2.0,99.6,2.0,22.0,1
CHEMBL73451,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,322.48,4.63,3.0,0.0,6.48,2.0,23.0,1
CHEMBL1006,NCCCNCCSP(=O)(O)O,214.23,-0.25,4.0,4.0,95.58,7.0,12.0,1
CHEMBL1007,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,1182.31,,,,472.1299999999998,31.0,85.0,1
CHEMBL1008,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,366.55,4.83,3.0,0.0,15.71,10.0,27.0,1
CHEMBL1009,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,197.19,0.05,4.0,4.0,103.78000000000002,3.0,14.0,1
CHEMBL1010,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],477.46,-0.62,11.0,3.0,176.34000000000003,7.0,31.0,1
CHEMBL308954,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,435.29,4.72,7.0,2.0,120.64,4.0,28.0,1
CHEMBL305906,CCCCCCCCCCCCCCCC[n+]1ccccc1,304.54,6.46,0.0,0.0,3.88,15.0,22.0,1
CHEMBL306700,CCOc1ccccc1OCC1CNCCO1,237.3,1.45,4.0,1.0,39.72,5.0,17.0,1
CHEMBL1013,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,349.77,0.71,4.0,3.0,112.73,4.0,24.0,1
CHEMBL74632,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,520.48,-1.13,12.0,4.0,206.3,9.0,36.0,1
CHEMBL312448,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,244.38,3.15,2.0,1.0,24.39,2.0,18.0,1
CHEMBL306823,O=C([O-])C(Cl)Cl.[Na+],150.92,,,,40.13,1.0,7.0,1
CHEMBL1014,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,610.67,6.32,11.0,1.0,143.33999999999995,10.0,45.0,1
CHEMBL1015,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,872.89,6.67,16.0,8.0,359.42,9.0,58.0,1
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,514.63,7.26,5.0,1.0,72.94,7.0,39.0,1
CHEMBL1018,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,266.34,4.6,2.0,2.0,40.46,3.0,20.0,1
CHEMBL75435,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.29,3.11,2.0,1.0,54.37,4.0,19.0,1
CHEMBL73234,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,333.47,3.4,4.0,0.0,38.77,10.0,24.0,1
CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,257.29,2.19,3.0,1.0,59.3,4.0,19.0,1
CHEMBL1021,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,254.29,1.53,3.0,2.0,86.18,4.0,19.0,1
CHEMBL75880,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,277.5,5.3,1.0,1.0,12.03,4.0,20.0,1
CHEMBL1023,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,348.49,6.1,1.0,1.0,37.3,3.0,26.0,1
CHEMBL1024,O=P1(NCCCl)OCCCN1CCCl,261.09,1.88,2.0,1.0,41.57,5.0,14.0,1
CHEMBL1025,CC(C)OP(=O)(F)OC(C)C,184.15,2.91,3.0,0.0,35.53,4.0,11.0,1
CHEMBL307145,Oc1cccc(O)c1O,126.11,0.8,3.0,3.0,60.69,0.0,9.0,1
CHEMBL1026,CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,401.87,2.73,4.0,4.0,127.09000000000002,1.0,26.0,1
CHEMBL1027,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,375.56,5.04,4.0,1.0,40.540000000000006,6.0,25.0,1
CHEMBL76370,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,301.39,2.81,3.0,4.0,85.29,7.0,22.0,1
CHEMBL431770,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,384.44,2.12,8.0,0.0,80.28,6.0,28.0,1
CHEMBL75753,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,339.39,-0.24,6.0,4.0,103.29,8.0,24.0,1
CHEMBL1029,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,219.28,-1.45,5.0,4.0,84.16000000000001,4.0,15.0,1
CHEMBL77622,Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,356.51,3.62,4.0,4.0,64.52,13.0,26.0,1
CHEMBL1034,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],318.14,4.36,2.0,2.0,52.16,4.0,20.0,1
CHEMBL1037,N=C(N)NCC1COC2(CCCCC2)O1,213.28,0.55,3.0,3.0,80.36000000000001,2.0,15.0,1
CHEMBL1040,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,400.65,6.73,2.0,2.0,40.46,6.0,29.0,1
CHEMBL1042,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,384.65,7.62,1.0,1.0,20.23,6.0,28.0,1
CHEMBL1043,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,248.31,1.68,4.0,2.0,86.18,2.0,17.0,1
CHEMBL1046,NCCCCCC(=O)O,131.18,0.59,2.0,2.0,63.32000000000001,5.0,9.0,1
CHEMBL421701,CCN1/C(=C/C=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],518.49,6.25,3.0,0.0,7.12,5.0,28.0,1
CHEMBL311498,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,290.27,1.55,6.0,5.0,110.38,1.0,21.0,1
CHEMBL420762,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,427.55,5.29,3.0,1.0,52.650000000000006,4.0,32.0,1
CHEMBL1051,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,432.6,4.19,5.0,3.0,86.99000000000001,13.0,31.0,1
CHEMBL83668,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,307.42,4.95,2.0,0.0,12.47,2.0,22.0,1
CHEMBL1054,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,380.66,0.82,5.0,3.0,118.36,2.0,20.0,1
CHEMBL1055,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,338.77,0.92,4.0,3.0,109.49,2.0,22.0,1
CHEMBL1059,CC(C)C[C@H](CN)CC(=O)O,159.23,1.08,2.0,2.0,63.32000000000001,5.0,11.0,1
CHEMBL1060,O=P([O-])([O-])O.[Na+].[Na+],141.96,,,,83.42,0.0,7.0,1
CHEMBL1064,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.57,4.59,5.0,1.0,72.83,6.0,30.0,1
CHEMBL83063,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,287.36,2.35,4.0,4.0,72.72,6.0,21.0,1
CHEMBL1068,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,252.27,2.64,2.0,1.0,63.400000000000006,0.0,19.0,1
CHEMBL1069,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,435.53,4.16,5.0,2.0,112.07,10.0,32.0,1
CHEMBL315838,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,352.48,4.36,3.0,1.0,41.57,6.0,26.0,1
CHEMBL86882,CCNCC(O)c1cccc(O)c1,181.24,1.04,3.0,3.0,52.49,4.0,13.0,1
CHEMBL86304,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,268.74,1.4,3.0,1.0,41.57000000000001,4.0,18.0,1
CHEMBL85231,CN(C)CC(Oc1ccccc1)Oc1ccccc1,257.33,3.03,3.0,0.0,21.700000000000003,6.0,19.0,1
CHEMBL1070,COc1ccc2cc(CCC(C)=O)ccc2c1,228.29,3.37,2.0,0.0,26.3,4.0,17.0,1
CHEMBL1071,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,293.32,4.03,3.0,1.0,63.33,5.0,22.0,1
CHEMBL314437,CCC1(c2cccc(O)c2)CCCCN(C)C1,233.35,3.16,2.0,1.0,23.47,2.0,17.0,1
CHEMBL86715,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,287.45,3.94,2.0,1.0,23.47,5.0,21.0,1
CHEMBL1072,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,364.42,3.04,5.0,3.0,118.71999999999998,8.0,25.0,1
CHEMBL1073,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,445.55,2.08,6.0,3.0,130.14999999999998,7.0,31.0,1
CHEMBL87708,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,418.97,5.78,3.0,0.0,23.55,7.0,30.0,1
CHEMBL87493,CCNC(C)Cc1cccc(C(F)(F)F)c1,231.26,3.25,1.0,1.0,12.03,4.0,16.0,1
CHEMBL315795,Cc1ncsc1CCCl,161.66,2.23,2.0,0.0,12.89,2.0,9.0,1
CHEMBL315985,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,254.29,2.49,2.0,2.0,66.56,0.0,19.0,1
CHEMBL1075,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,427.53,4.11,6.0,1.0,71.11,5.0,30.0,1
CHEMBL87992,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,296.33,3.06,3.0,1.0,72.63,1.0,22.0,1
CHEMBL88055,Oc1ccc(C(O)C2CCCCN2)cc1O,223.27,1.27,4.0,4.0,72.72,2.0,16.0,1
CHEMBL1077,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,334.17,2.89,3.0,2.0,80.39000000000001,4.0,20.0,1
CHEMBL1079,Clc1ccc2nsnc2c1NC1=NCCN1,253.72,1.72,6.0,2.0,62.2,1.0,16.0,1
CHEMBL89598,C=CC(N)CCC(=O)O,129.16,0.36,2.0,2.0,63.32000000000001,4.0,9.0,1
CHEMBL90555,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,824.97,3.52,12.0,3.0,171.17,8.0,60.0,1
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,365.41,0.02,6.0,4.0,132.96,4.0,25.0,1
CHEMBL313972,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,302.37,3.57,4.0,4.0,80.92,5.0,22.0,1
CHEMBL314854,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,307.48,3.2,3.0,3.0,66.48,12.0,22.0,1
CHEMBL91397,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,415.97,5.63,3.0,0.0,29.020000000000003,2.0,30.0,1
CHEMBL1085,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,411.57,3.49,6.0,1.0,47.02000000000001,7.0,29.0,1
CHEMBL1086,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.47,3.49,4.0,1.0,54.46,10.0,25.0,1
CHEMBL1087,Cc1cccc(C)c1NC(=O)C1CCCCN1C,246.35,2.73,2.0,1.0,32.34,2.0,18.0,1
CHEMBL1088,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,386.59,4.9,4.0,0.0,29.54,4.0,26.0,1
CHEMBL1089,NNCCc1ccccc1,136.2,0.69,2.0,2.0,38.05,3.0,10.0,1
CHEMBL1090,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,267.25,-1.98,9.0,4.0,139.54000000000002,2.0,19.0,1
CHEMBL90593,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,288.43,3.88,2.0,1.0,37.3,0.0,21.0,1
CHEMBL1091,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,404.5,2.35,6.0,2.0,100.90000000000002,3.0,29.0,1
CHEMBL1092,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,337.94,4.33,2.0,1.0,23.47,5.0,23.0,1
CHEMBL1093,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,284.38,2.17,5.0,2.0,67.43,6.0,19.0,1
CHEMBL1094,NC(=O)OCC(COC(N)=O)c1ccccc1,238.24,0.96,4.0,2.0,104.64,5.0,17.0,1
CHEMBL1095,CCN1C(=O)NC(c2ccccc2)C1=O,204.23,1.3,2.0,1.0,49.41,2.0,15.0,1
CHEMBL1096,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,298.3,2.75,5.0,2.0,106.42000000000002,2.0,22.0,1
CHEMBL93645,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,354.19,3.91,4.0,2.0,75.63,6.0,23.0,1
CHEMBL94081,C=CCOc1ccc(CC(=O)O)cc1Cl,226.66,2.53,2.0,1.0,46.53,5.0,15.0,1
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,179.22,0.72,3.0,2.0,54.02,3.0,13.0,1
CHEMBL92870,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,491.63,5.75,3.0,1.0,35.580000000000005,9.0,36.0,1
CHEMBL1098,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,288.44,3.9,2.0,1.0,32.34,5.0,21.0,1
CHEMBL93268,O=N[O-].[Na+],69.0,0.14,2.0,1.0,52.49,0.0,4.0,1
CHEMBL1100,CCC1(C)OC(=O)N(C)C1=O,157.17,0.76,3.0,0.0,46.61,1.0,11.0,1
CHEMBL1101,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,311.47,3.96,2.0,1.0,23.47,5.0,23.0,1
CHEMBL328560,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,290.37,0.26,4.0,1.0,97.54,2.0,18.0,1
CHEMBL1102,CCC1(c2ccccc2)CCC(=O)NC1=O,217.27,1.77,2.0,1.0,46.17,2.0,16.0,1
CHEMBL1103,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,225.16,0.97,6.0,0.0,98.18,3.0,16.0,1
CHEMBL1104,CC[N+](C)(C)c1cccc(O)c1,166.24,1.98,1.0,1.0,20.23,2.0,12.0,1
CHEMBL413965,O=C(O)Cc1ccc(-c2ccccc2)cc1,212.25,2.98,1.0,1.0,37.3,3.0,16.0,1
CHEMBL1106,NC1=NCC2c3ccccc3Cc3ccccc3N12,249.32,2.47,3.0,1.0,41.62,0.0,19.0,1
CHEMBL1107,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,500.43,8.64,2.0,1.0,23.47,10.0,33.0,1
CHEMBL1108,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,379.44,3.68,4.0,1.0,58.1,6.0,28.0,1
CHEMBL94454,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,432.5,3.41,6.0,1.0,70.05000000000001,5.0,32.0,1
CHEMBL1109,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,314.37,2.26,5.0,2.0,90.00999999999999,4.0,22.0,1
CHEMBL1110,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,294.36,2.41,3.0,1.0,53.92,2.0,22.0,1
CHEMBL94394,CCCCOc1ccc(CC(=O)NO)cc1,223.27,1.91,3.0,2.0,58.56,6.0,16.0,1
CHEMBL316561,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,334.42,2.3,3.0,2.0,86.71000000000001,10.0,24.0,1
CHEMBL1111,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,378.43,3.52,5.0,1.0,81.54,7.0,28.0,1
CHEMBL98123,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl,375.85,3.86,5.0,0.0,49.81,6.0,26.0,1
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,448.39,4.86,4.0,1.0,44.81,7.0,30.0,1
CHEMBL1113,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,313.79,3.43,4.0,1.0,36.86,0.0,22.0,1
CHEMBL1115,CN(C)C(=O)Oc1ccc[n+](C)c1,181.22,0.57,2.0,0.0,33.42,1.0,13.0,1
CHEMBL1116,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,510.06,6.08,6.0,2.0,70.0,7.0,35.0,1
CHEMBL1117,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,497.5,1.02,10.0,5.0,176.61,3.0,36.0,1
CHEMBL95889,C[N+](C)(C)CC(=O)O,118.16,-0.22,1.0,1.0,37.3,2.0,8.0,1
CHEMBL1118,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,263.38,2.73,3.0,2.0,43.7,4.0,19.0,1
CHEMBL319144,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,322.15,-0.12,5.0,5.0,152.58999999999995,4.0,20.0,1
CHEMBL328190,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,413.56,5.73,3.0,1.0,32.7,6.0,31.0,1
CHEMBL317052,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,390.36,-2.43,12.0,5.0,186.46,4.0,28.0,1
CHEMBL329522,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,278.22,1.15,7.0,6.0,138.45000000000002,2.0,20.0,1
CHEMBL99946,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,246.35,1.77,2.0,1.0,46.33,5.0,18.0,1
CHEMBL1121,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1143.29,,,,426.7999999999999,33.0,78.0,1
CHEMBL317094,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,405.45,0.88,6.0,2.0,116.25,9.0,29.0,1
CHEMBL100116,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,285.43,3.88,2.0,1.0,23.47,2.0,21.0,1
CHEMBL1123,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,309.49,4.4,3.0,0.0,29.54,7.0,22.0,1
CHEMBL1126,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],356.38,0.86,4.0,2.0,89.54,4.0,24.0,1
CHEMBL1128,CC[N+](C)(C)c1cccc(O)c1.[Cl-],201.7,1.98,1.0,1.0,20.23,2.0,13.0,1
CHEMBL1129,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,296.2,-0.8,6.0,3.0,104.55,2.0,20.0,1
CHEMBL1131,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,326.44,5.17,2.0,1.0,46.53,6.0,24.0,1
CHEMBL1133,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,393.96,3.34,4.0,1.0,49.77,7.0,27.0,1
CHEMBL1134,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],418.3,3.52,0.0,0.0,0.0,11.0,20.0,1
CHEMBL1136,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,812.02,4.93,14.0,1.0,171.85,11.0,58.0,1
CHEMBL1138,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,409.43,4.89,3.0,2.0,60.77,6.0,30.0,1
CHEMBL1139,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,352.47,3.41,4.0,3.0,86.99000000000001,10.0,25.0,1
CHEMBL1140,NC(=O)c1cccnc1,122.13,0.18,2.0,1.0,55.98,1.0,9.0,1
CHEMBL418995,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,337.46,4.5,2.0,2.0,49.33,8.0,25.0,1
CHEMBL110458,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,163.17,-2.97,5.0,5.0,92.95,1.0,11.0,1
CHEMBL108545,COC(=O)c1ccccc1O,152.15,1.18,3.0,1.0,46.53,1.0,11.0,1
CHEMBL1141,[I-].[K+],166.0,,,,0.0,0.0,2.0,1
CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,424.53,2.44,6.0,4.0,124.29,10.0,30.0,1
CHEMBL1146,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,462.51,-0.23,10.0,3.0,150.54,7.0,31.0,1
CHEMBL1148,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,348.43,2.53,5.0,3.0,100.19,5.0,24.0,1
CHEMBL1149,C[N+](C)(C)C[C@H](O)CC(=O)[O-],161.2,-1.81,3.0,1.0,60.36,4.0,11.0,1
CHEMBL1152,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,402.49,2.13,6.0,2.0,100.90000000000002,3.0,29.0,1
CHEMBL325109,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,373.88,3.33,4.0,2.0,67.58999999999999,5.0,26.0,1
CHEMBL112570,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,386.66,7.39,1.0,1.0,20.23,5.0,28.0,1
CHEMBL110691,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,404.93,4.75,4.0,0.0,60.440000000000005,2.0,28.0,1
CHEMBL113178,C[Se]CC[C@H](N)C(=O)O,196.11,,,,63.32000000000001,4.0,9.0,1
CHEMBL325041,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,384.25,,,,124.44,9.0,28.0,1
CHEMBL1159,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,245.33,2.35,3.0,2.0,73.1,2.0,18.0,1
CHEMBL1161,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,521.44,4.87,6.0,1.0,93.81,4.0,35.0,1
