logp,mol_weight,hba,heavy_atoms,hbd,rotatable_bonds,smiles,tpsa,drug_like
9.653,802.8760000000001,10.0,60.0,2.0,8.0,CC(=CCCC1(C=CC2=C(O1)C=CC3=C2C(=O)C(=O)C(=C3O)C4=C(C(=O)C5=CC=CC=C5C4=O)C6=C(C7=C(C8=C(C=C7)OC(C=C8)(C)CCC=C(C)C)C(=O)C6=O)O)C)C,161.34,0
5.08,392.5,3.0,29.0,3.0,2.0,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,82.19,1
5.111200000000005,596.7340000000003,10.0,42.0,0.0,8.0,CCOC1=CC=C(C=C1)C2=NN(C=C2C=C3C(=O)N4C(C(=C(N=C4S3)C)C(=O)OCC)C5=CC=CS5)C6=CC=CC=C6,87.71000000000001,0
4.99,317.9,1.0,22.0,1.0,5.0,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C.Cl,12.03,1
1.35,419.38,2.0,30.0,6.0,3.0,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,100.87,1
1.85,179.26,1.0,13.0,2.0,4.0,CNC(C)Cc1ccccc1OC,21.26,1
5.375600000000005,527.6460000000002,8.0,38.0,0.0,7.0,CC1(C2=CC=CC=C2N(C1=CC(=O)CSC3=NC4=CC=CC=C4C(=O)N3C5=CC(=C(C=C5)OC)OC)C)C,73.66000000000001,0
4.46,532.57,1.0,39.0,6.0,4.0,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,65.77000000000001,1
0.57,181.22,0.0,13.0,2.0,1.0,CN(C)C(=O)Oc1ccc[n+](C)c1,33.42,1
6.4,412.61,0.0,30.0,3.0,4.0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,43.370000000000005,1
-2.93,332.35,5.0,23.0,9.0,2.0,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,129.51,1
2.06,303.36,5.0,22.0,5.0,6.0,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,92.95,1
4.41,529.79,1.0,38.0,5.0,5.0,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,59.00000000000001,1
1.75,195.69,0.0,13.0,1.0,3.0,C#CCN(C)Cc1ccccc1.Cl,3.24,1
4.17,371.03,2.0,18.0,2.0,2.0,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,49.33,1
3.44,281.83,0.0,19.0,2.0,5.0,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1.Cl,20.31,1
-5.36,690.77,11.0,46.0,15.0,13.0,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O.O=S(=O)(O)O,343.89000000000004,1
3.84,317.23,0.0,19.0,2.0,4.0,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,16.130000000000003,1
3.4,499.71,4.0,34.0,5.0,7.0,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,123.93,1
-1.28,191.14,1.0,13.0,6.0,2.0,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,91.06000000000002,1
5.54,635.6,2.0,46.0,6.0,11.0,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,193.61,1
5.237500000000004,551.4260000000002,8.0,35.0,1.0,8.0,CC(=NNC(=O)CSC1=NN=C(N1C2=CC=CC=C2)C3=CC=C(C=C3)Br)C4=CC=C(C=C4)[N+](=O)[O-],115.31000000000004,0
6.452020000000005,548.4620000000002,6.0,35.0,1.0,7.0,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=CC=C2C3=C(N4C=C(C=CC4=N3)Br)NCC5=CC=CC=C5,72.7,0
3.09,580.47,4.0,40.0,12.0,10.0,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,186.72,1
4.84,597.76,2.0,44.0,6.0,10.0,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,108.21,1
4.18,446.56,1.0,33.0,8.0,9.0,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,77.33,1
-0.18,752.23,6.0,50.0,14.0,13.0,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,256.9,1
13.347799999999976,967.2159999999996,9.0,72.0,2.0,23.0,C=CCCOC(=O)N(CC1=CC=CC2=CC=CC=C21)C3CC(=NOCC4=CC=CC=C4)C5=CC(C(C6C5C3(OC7=C6C=C(C=C7)OC8=CC=C(C=C8)C9=CC=CC=C9)OCC=C)CCCCO)CCCCO,119.28000000000002,0
-2.68,522.67,5.0,31.0,8.0,16.0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Zn+2],210.37,1
-2.28,434.45,2.0,31.0,9.0,7.0,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C.O=C(O)c1cccnc1,155.70999999999998,1
0.92,275.73,3.0,18.0,5.0,4.0,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl,92.78,1
2.58,424.93,1.0,29.0,6.0,10.0,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,69.26,1
4.23,343.22,0.0,23.0,4.0,1.0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,43.07,1
-3.5411000000000064,728.8959999999998,10.0,52.0,10.0,12.0,CC(=O)NC1CNCC1C(=O)NC2CCCC2C(=O)NC3CNCC3C(=O)NC4CCCC4C(=O)NC5CNCC5C(=O)NC6CCCC6C(=O)N,253.78,0
2.85,349.75,1.0,23.0,3.0,4.0,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.O.O.[Na+],125.13,1
3.24,284.25,1.0,21.0,4.0,3.0,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,76.22,1
1.18,245.66,2.0,16.0,4.0,5.0,NC(=O)OCC(O)COc1ccc(Cl)cc1,81.78000000000002,1
3.59,303.34,3.0,22.0,4.0,5.0,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,76.38,1
4.17,547.07,1.0,37.0,4.0,9.0,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1.O=S(=O)(O)c1ccccc1,117.03,1
0.35,333.29,4.0,23.0,4.0,6.0,CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,187.78,1
0.86,357.14,2.0,18.0,5.0,3.0,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],100.04,1
0.16,16.03,1.0,1.0,1.0,0.0,[13NH3],35.0,1
,1277.51,,87.0,,52.0,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],410.43,1
2.09,164.2,1.0,12.0,1.0,4.0,O=C(O)CCCc1ccccc1,37.3,1
2.91,778.76,2.0,55.0,4.0,6.0,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.O,188.14,1
6.22,811.81,4.0,56.0,8.0,11.0,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C.Cl.Cl,174.63999999999996,1
4.73,448.4,0.0,28.0,3.0,6.0,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],35.53,1
1.05,257.76,3.0,17.0,3.0,5.0,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,53.16,1
2.5,516.55,2.0,36.0,6.0,6.0,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],115.84,1
2.13,280.33,5.0,21.0,3.0,4.0,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,119.97,1
,3039.46,,214.0,,105.0,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@H](C(N)=O)C(C)C,1401.2199999999996,1
-8.86,615.63,13.0,42.0,19.0,9.0,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,347.32,1
2.02,523.39,1.0,36.0,5.0,6.0,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C\C(=O)O,151.64,1
1.61,650.81,2.0,46.0,4.0,20.0,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)/C=C/C(=O)O,176.04,1
2.13,532.6,5.0,35.0,3.0,8.0,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,269.17,1
6.913620000000006,530.5000000000002,4.0,36.0,2.0,7.0,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)CN(CC(C)C)C(=O)NC3=CC(=C(C=C3)Cl)Cl,79.26,0
2.27,309.41,2.0,22.0,5.0,7.0,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,67.79,1
4.61,774.78,4.0,54.0,6.0,20.0,O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,128.48000000000002,1
1.74,276.75,2.0,17.0,3.0,4.0,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,75.27000000000001,1
2.23,615.6,1.0,44.0,3.0,11.0,CCCCOC(=O)c1ccc(N)cc1.CCCCOC(=O)c1ccc(N)cc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,254.29,1
5.603020000000007,502.5920000000002,7.0,36.0,0.0,7.0,CC1=CC=C(C=C1)COC2=C(C=C(C=C2)C=C3C(=O)N(C(=NC4=CC=CC(=C4)C(=O)OC)S3)C)OC,77.43,0
2.94,391.35,1.0,24.0,1.0,7.0,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1.[Br-],43.09,1
3.87,514.7,1.0,36.0,8.0,23.0,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1,84.84000000000002,1
5.31,475.58,1.0,35.0,3.0,7.0,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,35.580000000000005,1
0.15,363.39,4.0,25.0,6.0,4.0,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,132.96,1
1.93,197.66,1.0,13.0,1.0,4.0,O=C(CCCl)NCc1ccccc1,29.1,1
,1007.21,,69.0,,17.0,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,399.5299999999999,1
,392.29,,24.0,,11.0,O.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+],198.5,1
2.38,416.52,2.0,30.0,5.0,9.0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,95.94,1
,628.31,,41.0,,30.0,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[Zn+2],80.25999999999999,1
1.78,270.35,2.0,18.0,3.0,5.0,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,75.27000000000001,1
1.81,279.34,3.0,20.0,5.0,5.0,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,87.42999999999999,1
0.64,152.18,2.0,10.0,4.0,0.0,Sc1ncnc2nc[nH]c12,54.46,1
3.45,408.58,4.0,29.0,4.0,4.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,97.99,1
2.44,337.42,0.0,24.0,5.0,10.0,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,65.07000000000001,1
-2.08,194.15,1.0,14.0,7.0,1.0,Cn1nnc2c(C(N)=O)ncn2c1=O,108.17000000000002,1
1.87,240.21,2.0,18.0,4.0,0.0,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,74.6,1
9.31,854.04,2.0,60.0,8.0,15.0,CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)[O-])c4)cc3C)cc2)cc1.[Na+],141.91,1
-0.17,510.48,2.0,35.0,12.0,9.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,189.06,1
4.46,532.47,0.0,36.0,8.0,8.0,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,64.88000000000001,1
,126.91,,1.0,,0.0,[127Xe],0.0,1
-1.51,242.23,3.0,17.0,6.0,2.0,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,104.54999999999998,1
-0.44,425.87,4.0,29.0,10.0,7.0,Cl.Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,134.54,1
7.496370000000008,549.6960000000003,5.0,40.0,1.0,8.0,C1CCC(CC1)C2=CC=C(C=C2)OCCOC3=CC=CC(=C3)C=C4C(=N)N5C(=CSC5=NC4=O)C6=CC=CC=C6,74.98,0
0.09,258.23,1.0,19.0,4.0,1.0,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,83.55000000000001,1
0.05,197.19,4.0,14.0,4.0,3.0,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,103.78000000000002,1
5.456400000000005,515.6350000000002,6.0,37.0,1.0,9.0,CCOC(=O)C1=CC=C(C=C1)N=C2N(C(=O)CC(S2)C(=O)NC3=CC=CC=C3)CCCC4=CC=CC=C4,88.07,0
10.61,734.05,0.0,50.0,8.0,38.0,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,111.19,1
3.07,206.28,1.0,15.0,1.0,4.0,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,37.3,1
0.26,501.32,6.0,33.0,9.0,2.0,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl,181.62,1
3.9,288.44,1.0,21.0,2.0,5.0,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,32.34,1
3.64,494.01,3.0,33.0,5.0,8.0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,113.6,1
0.7,391.42,0.0,27.0,2.0,7.0,CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,158.92000000000002,1
7.9004000000000065,878.5470000000001,8.0,54.0,2.0,8.0,CCOC1=C(C=CC(=C1)C2C3=CCC4C(C3CC5C2(C(=O)N(C5=O)NC6=C(C=C(C=C6)Cl)Cl)C7=CC=C(C=C7)OC)C(=O)N(C4=O)C8=CC=C(C=C8)I)O,125.48,0
6.513740000000006,606.1040000000004,9.0,41.0,1.0,6.0,CC1=CC=CN2C1=NC(=C2C)C(=C3C(N(C(=O)C3=O)C4=NN=C(S4)SCC5=CC=C(C=C5)Cl)C6=CC=CC=C6F)O,100.69,0
7.5506200000000065,752.3900000000001,8.0,46.0,2.0,13.0,CCN(CC)P(=O)(C1=C(N(N=C1C)CCOC(=O)C2=CC=C(C=C2)Cl)NC(=O)C3=CC=C(C=C3)Cl)NC4=C(C=C(C=C4)[N+](=O)[O-])Br,148.70000000000002,0
0.42,178.19,2.0,13.0,2.0,2.0,NC(=O)NC(=O)Cc1ccccc1,72.19,1
3.35,255.36,0.0,19.0,2.0,6.0,CN(C)CCOC(c1ccccc1)c1ccccc1,12.47,1
2.87,613.8,4.0,45.0,7.0,11.0,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,118.03000000000002,1
5.31,1151.42,0.0,87.0,2.0,12.0,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O,144.82,1
8.52,591.56,2.0,39.0,6.0,13.0,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,97.75,1
5.06,354.29,0.0,21.0,5.0,2.0,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,41.61,1
4.69,362.36,0.0,22.0,0.0,6.0,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1.[Br-],0.0,1
2.91,302.24,4.0,22.0,6.0,4.0,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,139.78,1
5.74,688.61,1.0,47.0,6.0,8.0,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,106.03,1
7.090920000000007,613.0890000000004,4.0,44.0,1.0,11.0,CC1=CC=C(C=C1)CN(CCC2=CNC3=CC=CC=C32)C(=O)CN(CC4=CC=C(C=C4)F)C(=O)C5=C(C=C(C=C5)[N+](=O)[O-])Cl,99.55,0
2.82,240.31,1.0,18.0,4.0,2.0,CC(C)Cn1cnc2c(N)nc3ccccc3c21,56.73,1
-2.97,163.17,5.0,11.0,5.0,1.0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,92.95,1
1.68,248.31,2.0,17.0,4.0,2.0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,86.18,1
,142.04,,7.0,,0.0,O=S(=O)([O-])[O-].[Na+].[Na+],80.26,1
1.33,165.24,2.0,12.0,2.0,3.0,CN[C@@H](C)[C@H](O)c1ccccc1,32.26,1
3.93,357.79,1.0,25.0,4.0,4.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,68.53,1
,210.16,,12.0,,3.0,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[K+].[Na+],120.72,1
-2.71,268.27,2.0,19.0,6.0,3.0,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,98.82,1
3.77,427.97,1.0,30.0,3.0,4.0,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1.[Cl-],46.53,1
,1323.53,,96.0,,34.0,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,446.8599999999999,1
,1517.59,,103.0,,19.0,C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H](C2CCNC(=N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC1=O.N=C1NCCC([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC2=O)N1.O=S(=O)(O)O.O=S(=O)(O)O,880.8100000000001,1
-8.442000000000007,1193.4650000000006,26.0,74.0,1.0,15.0,C1=CC=C(C(=C1)N=NC2=C(C=C(C=C2)N=NC3=CC(=C(C=C3)C=CC4=C(C=C(C=C4)NN=C5C(=O)C=CC(=C5[O-])N=NC6=C(C=CC(=C6)S(=O)(=O)[O-])[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Cu+2],447.74,0
4.64,386.48,2.0,28.0,4.0,5.0,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,70.67,1
,95.21,,3.0,,0.0,[Cl-].[Cl-].[Mg+2],0.0,1
-3.88,612.64,10.0,40.0,12.0,21.0,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,317.64,1
1.98,166.24,1.0,12.0,1.0,2.0,CC[N+](C)(C)c1cccc(O)c1,20.23,1
3.25,270.21,1.0,19.0,3.0,2.0,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,55.13,1
3.68,515.99,1.0,36.0,8.0,9.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,111.01,1
3.88,425.6,1.0,30.0,6.0,8.0,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,47.02000000000001,1
5.09,480.53,2.0,36.0,10.0,5.0,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,110.85,1
,119.0,,2.0,,0.0,[Br-].[K+],0.0,1
4.22,294.46,1.0,19.0,3.0,11.0,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,63.60000000000001,1
2.22,496.53,3.0,35.0,7.0,6.0,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+],141.03,1
-1.97,255.23,4.0,18.0,8.0,5.0,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,139.28,1
2.88,450.47,1.0,32.0,7.0,5.0,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,83.48,1
0.8,244.32,3.0,16.0,3.0,5.0,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,78.43,1
0.86,334.4,2.0,23.0,4.0,4.0,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,86.71000000000001,1
1.02,497.5,5.0,36.0,10.0,3.0,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,176.61,1
0.64,170.2,2.0,11.0,4.0,0.0,O.S=c1[nH]cnc2nc[nH]c12,88.85999999999999,1
,1025.18,,74.0,,17.0,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC1=O,376.4699999999999,1
4.99,323.87,0.0,23.0,1.0,5.0,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl,3.24,1
3.96,311.47,1.0,23.0,2.0,5.0,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,23.47,1
2.59,510.62,2.0,36.0,4.0,4.0,Cc1ccc(S(=O)(=O)O)cc1.NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12.O,158.81,1
2.31,427.55,2.0,31.0,6.0,9.0,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,74.27,1
2.69,453.88,2.0,30.0,6.0,4.0,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,112.74,1
2.83,603.75,1.0,42.0,12.0,32.0,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,121.40000000000003,1
