logp,mol_weight,hba,heavy_atoms,hbd,rotatable_bonds,smiles,tpsa,drug_like
8.95,586.2,2.0,41.0,4.0,12.0,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,70.42,1
4.13,426.56,1.0,32.0,4.0,7.0,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,44.27,1
2.12,330.36,0.0,19.0,8.0,9.0,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,71.06,1
3.75,239.36,0.0,18.0,1.0,5.0,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,3.24,1
,2178.03,,136.0,,40.0,O=C([O-])CCSC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)C(O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]9CSCCC(=O)[O-])O[C@@H]8CSCCC(=O)[O-])O[C@@H]7CSCCC(=O)[O-])O[C@@H]6CSCCC(=O)[O-])O[C@@H]5CSCCC(=O)[O-])O[C@@H]4CSCCC(=O)[O-])O[C@@H]3CSCCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],792.4000000000002,1
,282.22,,16.0,,3.0,O.O.O.O.O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[K+].[Na+],246.72,1
3.64,433.5,1.0,31.0,2.0,5.0,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O,138.53,1
1.79,733.94,5.0,51.0,14.0,7.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,193.91,1
0.18,122.13,1.0,9.0,2.0,1.0,NC(=O)c1cccnc1,55.98,1
5.024320000000003,623.0830000000003,4.0,28.0,2.0,7.0,CC1=CC(=C(C=C1Br)Br)OCC(=O)NN=C(C)CC(=O)NC2=CC=C(C=C2)I,79.78999999999999,0
2.98,555.67,3.0,39.0,2.0,5.0,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2.CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,128.36,1
8.64,500.43,1.0,33.0,2.0,10.0,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,23.47,1
3.4,290.79,0.0,20.0,3.0,6.0,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,25.36,1
-0.44,478.89,6.0,33.0,9.0,2.0,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,181.62,1
0.6,176.18,1.0,13.0,3.0,1.0,NC1=NC(=O)C(c2ccccc2)O1,64.67999999999999,1
2.48,415.31,2.0,29.0,6.0,5.0,CCCc1c2oc(C(=O)[O-])cc(=O)c2cc2c(=O)cc(C(=O)[O-])n(CC)c12.[Na+].[Na+],132.47,1
1.29,720.27,3.0,48.0,8.0,6.0,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1,191.0,1
2.73,236.3,2.0,16.0,3.0,2.0,CC(c1cc2ccccc2s1)N(O)C(N)=O,66.56,1
12.721899999999977,1017.2739999999995,12.0,74.0,3.0,29.0,CCCCCCCCCCCCNC(=O)OC1=CC2=C(C=C1)OC3(C(CC(=NOC)C4=CC(C(C2C43)CCCCO)CCCCO)N(CC5=CC=CC6=CC=CC=C65)C(=O)OC7=CC=C(C=C7)[N+](=O)[O-])OCC=C,191.52,0
3.98,394.55,2.0,28.0,5.0,12.0,CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)OC,83.83,1
2.39,282.34,0.0,20.0,5.0,0.0,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,53.99000000000001,1
3.75,623.64,2.0,44.0,11.0,9.0,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,132.61,1
2.97,293.41,0.0,21.0,4.0,9.0,CCCCOc1ccc(OCCCN2CCOCC2)cc1,30.930000000000003,1
,100.09,,5.0,,0.0,O=C([O-])[O-].[Ca+2],63.19,1
-1.3,546.59,3.0,37.0,11.0,9.0,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,191.22,1
5.1,459.97,0.0,32.0,2.0,8.0,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,87.07000000000001,1
3.33,365.83,1.0,25.0,4.0,4.0,Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,39.72,1
-1.24,460.44,7.0,33.0,10.0,2.0,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,201.85,1
6.83,549.7,0.0,38.0,6.0,12.0,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,36.02,1
2.37,398.46,2.0,27.0,3.0,7.0,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,118.72,1
5.26,388.89,0.0,25.0,3.0,4.0,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl,6.48,1
5.145800000000006,586.7730000000004,5.0,43.0,2.0,7.0,C1CCC(CC1)CC2COC(=O)C(CC=CCC(C(=O)N2)CC(=O)N3CC4=CC=CC=C4CC3CO)CC5=CC=CC=C5,95.94,0
8.330340000000003,503.38500000000016,4.0,35.0,1.0,5.0,CC1=CC(=C(C=C1)C2=NC3=C(O2)C=CC(=C3)NC(=O)C=CC4=CC=C(O4)C5=C(C(=CC=C5)Cl)Cl)C,68.27000000000001,0
2.02,523.33,1.0,34.0,5.0,4.0,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O,186.3,1
4.72,435.29,2.0,28.0,7.0,4.0,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,120.64,1
5.5,404.34,0.0,27.0,3.0,7.0,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,37.61,1
1.67,440.43,4.0,30.0,6.0,4.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,141.36,1
0.65,194.23,2.0,14.0,3.0,4.0,NC(=O)OC[C@H](N)Cc1ccccc1,78.34,1
2.92,376.47,2.0,27.0,4.0,1.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,74.6,1
2.97,200.24,1.0,15.0,2.0,3.0,Oc1ccc(OCc2ccccc2)cc1,29.46,1
,4117.79,,289.0,,144.0,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,1752.6499999999985,1
1.38,266.34,3.0,19.0,4.0,7.0,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,70.59,1
3.31,468.59,0.0,34.0,6.0,10.0,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,60.47000000000001,1
2.32,220.32,2.0,16.0,2.0,5.0,CCCNC(C)C(=O)Nc1ccccc1C,41.13,1
5.1022000000000025,521.3480000000001,7.0,33.0,2.0,5.0,COC1=CC(=C(C=C1NC(=O)C2=C(C3=NC(CC(N3N2)C(F)(F)F)C4=CC=CS4)Cl)OC)Cl,75.19,0
1.53,254.29,2.0,19.0,3.0,4.0,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,86.18,1
-1.76,257.25,7.0,18.0,7.0,5.0,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,148.07,1
2.78,307.4,0.0,23.0,4.0,1.0,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,38.13,1
5.017640000000004,541.4870000000003,8.0,37.0,3.0,8.0,CC1=C(C2=C(N1)C(=NC(=N2)C)NCCNC3CCN(CC3)C4=NC=CC=N4)C5=C(C=C(C=C5Cl)OC)Cl,103.88,0
2.67,475.63,2.0,34.0,7.0,7.0,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,104.14,1
2.22,474.55,3.0,34.0,7.0,6.0,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,138.20000000000002,1
3.05,424.54,3.0,31.0,4.0,8.0,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,89.87,1
2.98,331.85,0.0,23.0,3.0,3.0,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl,26.79,1
-1.16,95.53,3.0,5.0,1.0,0.0,Cl.N=C(N)N,75.89,1
4.75,697.78,6.0,50.0,12.0,2.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,201.31,1
7.451820000000008,780.2340000000004,10.0,55.0,1.0,5.0,CC1=C(SC2=C1C=C(C=C2)Cl)C3=NN(C(=C3)N4C(=O)C5CC6C7C(CC=C6C(C5(C4=O)C)C8=C(C(=CC=C8)F)O)C(=O)N(C7=O)C9=CC=C(C=C9)[N+](=O)[O-])C,155.95000000000002,0
2.83,255.79,1.0,17.0,2.0,5.0,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,23.47,1
6.61,412.66,2.0,30.0,2.0,5.0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,40.46,1
6.204380000000006,570.6450000000003,7.0,43.0,0.0,7.0,COC1=CC=C(C=C1)C2C(N3C=CC4=CC=CC=C4C3C2(C#N)C(=O)OC)C(=O)OC(C5=CC=CC=C5)C6=CC=CC=C6,88.86,0
1.7,448.45,4.0,27.0,6.0,8.0,O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1.[Na+].[Na+],138.45999999999998,1
3.47,415.83,1.0,29.0,6.0,6.0,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,94.82999999999998,1
7.748600000000009,572.9220000000001,6.0,38.0,2.0,26.0,CCCCCCCCCCCCOC(=O)CNC(=S)C(=S)NCC(=O)OCCCCCCCCCCCC,76.66000000000001,0
3.74,1233.98,1.0,39.0,2.0,10.0,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I.CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I.[Ca+2],111.46,1
4.28,375.94,0.0,26.0,3.0,8.0,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.Cl,29.54,1
10.651899999999992,765.9949999999997,6.0,57.0,3.0,11.0,CC1C(OC(OC1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)C4=CC=CC(=C4)CNC(=O)NC5=CC=C(C=C5)OC6=CC=CC=C6)CN7CC8(CC7CC(C8)(C)C)C,92.29,0
6.52,460.77,0.0,28.0,3.0,6.0,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,81.19,1
6.26,372.55,1.0,27.0,3.0,6.0,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,46.53,1
3.12,635.9,3.0,21.0,3.0,3.0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],98.33,1
-0.64,454.52,2.0,29.0,12.0,7.0,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,156.08999999999995,1
6.36,558.15,3.0,38.0,8.0,9.0,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,105.24,1
4.58,564.15,0.0,35.0,4.0,7.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O,118.46,1
,1508.27,,91.0,,30.0,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,805.4800000000005,1
5.289700000000004,516.5940000000003,7.0,38.0,1.0,11.0,CCCCCOC1=CC=C(C=C1)C2C(=C(C3=CC(=C(C=C3)OC)OC)O)C(=O)C(=O)N2CC4=CN=CC=C4,98.19,0
3.96,300.25,0.0,18.0,2.0,2.0,Cl.Clc1ccccc1CN1CCc2sccc2C1,3.24,1
1.5,415.38,1.0,28.0,4.0,1.0,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O=P(O)(O)O,151.19,1
8.95,608.18,2.0,42.0,4.0,12.0,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],73.25,1
1.32,331.47,2.0,21.0,8.0,10.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,83.33,1
9.024799999999995,725.6080000000003,8.0,46.0,1.0,9.0,C1CN(CCN1CCOC(=O)C2=CC=CC=C2NC3=C4C=CC(=CC4=NC=C3)SC(F)(F)F)C5=CC(=CC=C5)SC(F)(F)F.Cl.Cl,57.7,0
-2.21,254.25,2.0,18.0,8.0,3.0,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,102.28,1
-0.8,296.2,3.0,20.0,6.0,2.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,104.55,1
2.95,308.42,1.0,22.0,5.0,10.0,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,64.79,1
4.57,634.73,1.0,46.0,10.0,9.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,117.78000000000004,1
7.49,473.41,1.0,33.0,4.0,4.0,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,42.21,1
3.54,481.63,3.0,34.0,3.0,11.0,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O.NC(CO)(CO)CO,164.47,1
1.11,331.06,2.0,15.0,2.0,3.0,O=C([O-])CNC(=O)c1ccccc1[131I].[Na+],69.22999999999999,1
3.99,909.07,3.0,64.0,12.0,7.0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,228.7,1
2.34,444.98,2.0,29.0,6.0,11.0,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,99.88,1
2.95,495.08,3.0,32.0,5.0,14.0,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O.Cl.O,136.23000000000002,1
0.0,46.07,1.0,3.0,1.0,0.0,CCO,20.23,1
5.14,428.6,1.0,32.0,2.0,8.0,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,29.46,1
2.29,166.2,1.0,11.0,1.0,5.0,CCCC(CCC)C(=O)[O-].[Na+],40.13,1
5.756820000000006,564.7230000000003,7.0,41.0,1.0,15.0,CCN(CC)CCN1C(C(=C(C2=CC(=C(C=C2)OCC=C)C)O)C(=O)C1=O)C3=CC(=C(C=C3)OCCC(C)C)OC,88.54,0
3.26,358.27,1.0,23.0,4.0,9.0,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,58.36000000000001,1
10.383199999999992,823.043,7.0,61.0,3.0,11.0,CC1=CCCC2(C(CCC2(CN(CC3=C(C=C(C=C3)OC)OC)C(=O)NC4=CC=C(C=C4)OC)O)C5=C(C=C(CC(CC1)O)C=C5)C(=O)C6=CC=C(C=C6)C7=CC=CC=C7)C,117.56,0
-1.09,608.55,8.0,43.0,15.0,7.0,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,238.2,1
2.12,384.44,0.0,28.0,8.0,6.0,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,80.28,1
3.27,328.15,0.0,21.0,4.0,4.0,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,59.75,1
-0.55,90.08,2.0,6.0,2.0,1.0,CC(O)C(=O)O,57.53,1
2.01,273.36,1.0,19.0,2.0,5.0,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,66.15,1
3.74,410.42,1.0,30.0,5.0,6.0,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,77.0,1
2.7,234.73,1.0,16.0,2.0,0.0,Cl.Nc1c2c(nc3ccccc13)CCCC2,38.91,1
0.09,483.48,4.0,33.0,6.0,5.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],150.98,1
6.5121000000000056,562.6510000000003,6.0,41.0,2.0,8.0,COC1=CC=C(C=C1)N=C2N(C(=O)C(=CC3=CC=CN3C4=CC=C(C=C4)C(=O)O)S2)CCC5=CNC6=CC=CC=C65,99.92,0
5.11,368.52,0.0,28.0,2.0,6.0,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,6.48,1
3.66,365.52,0.0,26.0,1.0,4.0,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,23.550000000000004,1
8.68,660.73,0.0,45.0,6.0,19.0,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,62.32000000000001,1
,809.13,,56.0,,36.0,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC.CCCCCCCC(=O)OCC(O)CO.CCCCCCCCCC(=O)OCC(O)CO,206.35,1
2.99,359.45,1.0,25.0,5.0,8.0,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,83.09,1
3.68,244.26,1.0,18.0,1.0,3.0,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,37.3,1
1.08,211.26,2.0,15.0,4.0,4.0,COc1ccc(OC)c(C(O)C(C)N)c1,64.71,1
1.79,960.12,5.0,66.0,14.0,13.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,352.59000000000003,1
4.1,544.7,1.0,37.0,6.0,9.0,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)O)cc1,117.82,1
,517.13,,34.0,,11.0,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,168.32999999999998,1
2.48,454.48,2.0,31.0,5.0,5.0,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],130.27,1
7.871500000000008,689.0030000000002,8.0,44.0,1.0,12.0,CCOC1=C(C=CC(=C1)C=NNC(=O)COC2=C(C=C(C=C2Br)C(C)(C)CC(C)(C)C)[N+](=O)[O-])OC(=O)C3=CC=CC=C3Cl,129.36,0
4.93,538.58,1.0,37.0,7.0,4.0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,93.81,1
5.63,590.67,1.0,41.0,5.0,5.0,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1.O=S(=O)(O)O,152.11999999999998,1
2.29,144.21,1.0,10.0,1.0,5.0,CCCC(CCC)C(=O)O,37.3,1
2.15,240.76,0.0,15.0,3.0,1.0,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,15.6,1
2.78,455.34,2.0,29.0,4.0,6.0,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,215.69,1
5.14,518.09,1.0,22.0,3.0,3.0,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,50.44,1
3.56,762.99,1.0,52.0,6.0,9.0,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1,182.76,1
,218.22,,13.0,,2.0,CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2],120.72,1
4.46,407.99,0.0,29.0,2.0,4.0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],9.49,1
3.3,276.21,1.0,17.0,2.0,3.0,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,29.1,1
5.792600000000005,577.7470000000004,7.0,41.0,3.0,13.0,CC1C(OC(OC1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCNC(=O)C)CSC4=CC=CC=N4,109.78,0
6.920620000000003,556.5000000000002,8.0,36.0,1.0,8.0,CC1=CC(=CC=C1)N2C(=NN=C2SCC(=O)NC3=NC=C(S3)CC4=CC(=CC(=C4)Cl)Cl)C5=CC=CO5,85.84,0
7.314600000000007,719.9080000000002,9.0,52.0,4.0,15.0,CN1C=CN=C1SCC2CC(OC(O2)C3=CC=C(C=C3)C4=CC=CC(=C4)CNC(=O)CCCCC(=O)NC5=CC=CC=C5N)C6=CC=C(C=C6)CO,140.73,0
1.41,389.48,2.0,27.0,5.0,3.0,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,89.95,1
-0.16,104.11,2.0,7.0,2.0,3.0,O=C(O)CCCO,57.53,1
5.38,344.85,0.0,25.0,2.0,4.0,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,17.82,1
4.18,340.29,0.0,22.0,2.0,6.0,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1.Cl,12.47,1
1.93,305.21,2.0,19.0,3.0,8.0,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,66.56,1
3.96,454.91,1.0,29.0,8.0,6.0,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,107.73,1
5.91,463.5,2.0,33.0,6.0,9.0,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,78.63,1
2.85,238.33,1.0,18.0,2.0,1.0,CN1Cc2c(N)cccc2C(c2ccccc2)C1,29.26,1
4.615720000000005,847.0190000000005,14.0,61.0,5.0,4.0,CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C(C2=O)C(=C(C6=C5C(=O)C(O6)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)C,205.54999999999995,0
